"","X","year","region","state_po","state_fips","state_cen","state_ic","office","candidate","party","writein","candidatevotes","totalvotes","version","state_percent"
"615",615,1980,"rhode island","RI",44,15,5,"US President","Hall, Gus","communist party use",FALSE,218,415967,20171015,0.0005240800351951
"616",616,1980,"rhode island","RI",44,15,5,"US President","McReynolds, David","socialist",FALSE,170,415967,20171015,0.00040868626597783
"617",617,1980,"rhode island","RI",44,15,5,"US President","Deberry, Clifton","socialist workers",FALSE,90,415967,20171015,0.000216363317282381
"618",618,1980,"rhode island","RI",44,15,5,"US President","Griswold, Deirdre","workers world",FALSE,77,415967,20171015,0.00018511083811937
"619",619,1980,"south carolina","SC",45,57,48,"US President","Reagan, Ronald","republican",FALSE,439277,888258,20171015,0.49453762307798
"620",620,1980,"south carolina","SC",45,57,48,"US President","Carter, Jimmy","democrat",FALSE,428220,888258,20171015,0.482089663138413
"621",621,1980,"south carolina","SC",45,57,48,"US President","Anderson, John B.","independent",FALSE,13868,888258,20171015,0.0156125810293856
"622",622,1980,"south carolina","SC",45,57,48,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,4807,888258,20171015,0.00541171596540645
"623",623,1980,"south carolina","SC",45,57,48,"US President","Rarick, John","american independent party",FALSE,2086,888258,20171015,0.00234841678881586
"624",624,1980,"south dakota","SD",46,45,37,"US President","Reagan, Ronald","republican",FALSE,198343,327703,20171015,0.605252316884496
"625",625,1980,"south dakota","SD",46,45,37,"US President","Carter, Jimmy","democrat",FALSE,103855,327703,20171015,0.31691806300217
"626",626,1980,"south dakota","SD",46,45,37,"US President","Anderson, John B.","independent",FALSE,21431,327703,20171015,0.0653976313918396
"627",627,1980,"south dakota","SD",46,45,37,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,3824,327703,20171015,0.0116691028156593
"628",628,1980,"south dakota","SD",46,45,37,"US President","Pulley, Andrew","socialist workers",FALSE,250,327703,20171015,0.000762885905835467
"629",629,1980,"tennessee","TN",47,62,54,"US President","Reagan, Ronald","republican",FALSE,787761,1617616,20171015,0.486988877459174
"630",630,1980,"tennessee","TN",47,62,54,"US President","Carter, Jimmy","democrat",FALSE,783051,1617616,20171015,0.484077185191047
"631",631,1980,"tennessee","TN",47,62,54,"US President","Anderson, John B.","independent",FALSE,35991,1617616,20171015,0.0222494090068347
"632",632,1980,"tennessee","TN",47,62,54,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,7116,1617616,20171015,0.0043990662802544
"633",633,1980,"tennessee","TN",47,62,54,"US President","Commoner, Barry","citizens",FALSE,1112,1617616,20171015,0.000687431380500687
"634",634,1980,"tennessee","TN",47,62,54,"US President","Bubar, Benjamin """"Ben""""","statesman",FALSE,521,1617616,20171015,0.000322078911187822
"635",635,1980,"tennessee","TN",47,62,54,"US President","McReynolds, David","socialist",FALSE,519,1617616,20171015,0.000320842523812821
"636",636,1980,"tennessee","TN",47,62,54,"US President","Hall, Gus","communist party use",FALSE,503,1617616,20171015,0.000310951424812811
"637",637,1980,"tennessee","TN",47,62,54,"US President","Deberry, Clifton","socialist workers",FALSE,490,1617616,20171015,0.000302914906875303
"638",638,1980,"tennessee","TN",47,62,54,"US President","Griswold, Deirdre","workers world",FALSE,400,1617616,20171015,0.000247277475000247
"639",639,1980,"tennessee","TN",47,62,54,"US President","","",TRUE,152,1617616,20171015,9.3965440500094e-05
"640",640,1980,"texas","TX",48,74,49,"US President","Reagan, Ronald","republican",FALSE,2510705,4541636,20171015,0.552819512616159
"641",641,1980,"texas","TX",48,74,49,"US President","Carter, Jimmy","democrat",FALSE,1881147,4541636,20171015,0.414200301389191
"642",642,1980,"texas","TX",48,74,49,"US President","Anderson, John B.","independent",FALSE,111613,4541636,20171015,0.0245755053905685
"643",643,1980,"texas","TX",48,74,49,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,37643,4541636,20171015,0.00828842293834204
"644",644,1980,"texas","TX",48,74,49,"US President","","",TRUE,528,4541636,20171015,0.000116257665739835
"645",645,1980,"utah","UT",49,87,67,"US President","Reagan, Ronald","republican",FALSE,439687,604152,20171015,0.727775460480144
"646",646,1980,"utah","UT",49,87,67,"US President","Carter, Jimmy","democrat",FALSE,124266,604152,20171015,0.20568664839312
"647",647,1980,"utah","UT",49,87,67,"US President","Anderson, John B.","independent",FALSE,30284,604152,20171015,0.0501264582422966
"648",648,1980,"utah","UT",49,87,67,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,7156,604152,20171015,0.0118447013334393
"649",649,1980,"utah","UT",49,87,67,"US President","Commoner, Barry","citizens",FALSE,1009,604152,20171015,0.00167010950886532
"650",650,1980,"utah","UT",49,87,67,"US President","Greaves, Percy L, Jr.","american",FALSE,965,604152,20171015,0.00159728015466306
"651",651,1980,"utah","UT",49,87,67,"US President","Rarick, John","american independent party",FALSE,522,604152,20171015,0.00086402097485401
"652",652,1980,"utah","UT",49,87,67,"US President","Hall, Gus","communist party use",FALSE,139,604152,20171015,0.000230074550775302
"653",653,1980,"utah","UT",49,87,67,"US President","Deberry, Clifton","socialist workers",FALSE,124,604152,20171015,0.000205246361842715
"654",654,1980,"vermont","VT",50,13,6,"US President","Reagan, Ronald","republican",FALSE,94628,213299,20171015,0.443640148336373
"655",655,1980,"vermont","VT",50,13,6,"US President","Carter, Jimmy","democrat",FALSE,81952,213299,20171015,0.384211834092049
"656",656,1980,"vermont","VT",50,13,6,"US President","Anderson, John B.","independent",FALSE,31761,213299,20171015,0.148903651681442
"657",657,1980,"vermont","VT",50,13,6,"US President","Commoner, Barry","citizens",FALSE,2316,213299,20171015,0.0108579974589661
"658",658,1980,"vermont","VT",50,13,6,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,1900,213299,20171015,0.00890768358032621
"659",659,1980,"vermont","VT",50,13,6,"US President","","",TRUE,413,213299,20171015,0.00193624911509196
"660",660,1980,"vermont","VT",50,13,6,"US President","McReynolds, David","socialist",FALSE,136,213299,20171015,0.000637602614170718
"661",661,1980,"vermont","VT",50,13,6,"US President","Hall, Gus","communist party use",FALSE,118,213299,20171015,0.000553214032883417
"662",662,1980,"vermont","VT",50,13,6,"US President","Deberry, Clifton","socialist workers",FALSE,75,213299,20171015,0.000351619088697087
"663",663,1980,"virginia","VA",51,54,40,"US President","Reagan, Ronald","republican",FALSE,989609,1866032,20171015,0.530327990088059
"664",664,1980,"virginia","VA",51,54,40,"US President","Carter, Jimmy","democrat",FALSE,752174,1866032,20171015,0.40308740686119
"665",665,1980,"virginia","VA",51,54,40,"US President","Anderson, John B.","independent",FALSE,95418,1866032,20171015,0.0511341713325388
"666",666,1980,"virginia","VA",51,54,40,"US President","Commoner, Barry","citizens",FALSE,14024,1866032,20171015,0.00751541238306739
"667",667,1980,"virginia","VA",51,54,40,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,12821,1866032,20171015,0.00687072890497055
"668",668,1980,"virginia","VA",51,54,40,"US President","Deberry, Clifton","socialist workers",FALSE,1986,1866032,20171015,0.00106429043017483
"669",669,1980,"washington","WA",53,91,73,"US President","Reagan, Ronald","republican",FALSE,865244,1742394,20171015,0.496583436352513
"670",670,1980,"washington","WA",53,91,73,"US President","Carter, Jimmy","democrat",FALSE,650193,1742394,20171015,0.373160720250414
"671",671,1980,"washington","WA",53,91,73,"US President","Anderson, John B.","independent",FALSE,185073,1742394,20171015,0.106217652264643
"672",672,1980,"washington","WA",53,91,73,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,29213,1742394,20171015,0.016766012738795
"673",673,1980,"washington","WA",53,91,73,"US President","Commoner, Barry","citizens",FALSE,9403,1742394,20171015,0.00539659801399683
"674",674,1980,"washington","WA",53,91,73,"US President","Deberry, Clifton","socialist workers",FALSE,1137,1742394,20171015,0.000652550456440966
"675",675,1980,"washington","WA",53,91,73,"US President","McReynolds, David","socialist",FALSE,956,1742394,20171015,0.000548670392574814
"676",676,1980,"washington","WA",53,91,73,"US President","Hall, Gus","communist party use",FALSE,834,1742394,20171015,0.000478651785990999
"677",677,1980,"washington","WA",53,91,73,"US President","Griswold, Deirdre","workers world",FALSE,341,1742394,20171015,0.000195707744631811
"678",678,1980,"west virginia","WV",54,55,56,"US President","Carter, Jimmy","democrat",FALSE,367462,737715,20171015,0.498108348074799
"679",679,1980,"west virginia","WV",54,55,56,"US President","Reagan, Ronald","republican",FALSE,334206,737715,20171015,0.453028608609016
"680",680,1980,"west virginia","WV",54,55,56,"US President","Anderson, John B.","independent",FALSE,31691,737715,20171015,0.0429583240140163
"681",681,1980,"west virginia","WV",54,55,56,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,4356,737715,20171015,0.00590471930216954
"682",682,1980,"wisconsin","WI",55,35,25,"US President","Reagan, Ronald","republican",FALSE,1088845,2273221,20171015,0.478987744702341
"683",683,1980,"wisconsin","WI",55,35,25,"US President","Carter, Jimmy","democrat",FALSE,981584,2273221,20171015,0.43180315508259
"684",684,1980,"wisconsin","WI",55,35,25,"US President","Anderson, John B.","independent",FALSE,160657,2273221,20171015,0.0706737268395814
"685",685,1980,"wisconsin","WI",55,35,25,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,29135,2273221,20171015,0.0128166157184013
"686",686,1980,"wisconsin","WI",55,35,25,"US President","Commoner, Barry","citizens",FALSE,7767,2273221,20171015,0.00341673774789165
"687",687,1980,"wisconsin","WI",55,35,25,"US President","Rarick, John","american independent party",FALSE,1519,2273221,20171015,0.000668214837008808
"688",688,1980,"wisconsin","WI",55,35,25,"US President","","",TRUE,1337,2273221,20171015,0.000588152229809596
"689",689,1980,"wisconsin","WI",55,35,25,"US President","McReynolds, David","socialist",FALSE,808,2273221,20171015,0.000355442783609689
"690",690,1980,"wisconsin","WI",55,35,25,"US President","Hall, Gus","communist party use",FALSE,772,2273221,20171015,0.00033960622394391
"691",691,1980,"wisconsin","WI",55,35,25,"US President","Griswold, Deirdre","workers world",FALSE,414,2273221,20171015,0.000182120436156449
"692",692,1980,"wisconsin","WI",55,35,25,"US President","Deberry, Clifton","socialist workers",FALSE,383,2273221,20171015,0.000168483398666474
"693",693,1980,"wyoming","WY",56,83,68,"US President","Reagan, Ronald","republican",FALSE,110700,176713,20171015,0.626439480966313
"694",694,1980,"wyoming","WY",56,83,68,"US President","Carter, Jimmy","democrat",FALSE,49427,176713,20171015,0.27970211586018
"695",695,1980,"wyoming","WY",56,83,68,"US President","Anderson, John B.","independent",FALSE,12072,176713,20171015,0.0683141591167599
"696",696,1980,"wyoming","WY",56,83,68,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,4514,176713,20171015,0.0255442440567474
"697",697,1984,"alabama","AL",1,63,41,"US President","Reagan, Ronald","republican",FALSE,872849,1441713,20171015,0.605424935476062
"698",698,1984,"alabama","AL",1,63,41,"US President","Mondale, Walter","democrat",FALSE,551899,1441713,20171015,0.382807812650645
"699",699,1984,"alabama","AL",1,63,41,"US President","Bergland, David","libertarian",FALSE,9504,1441713,20171015,0.00659215807861898
"700",700,1984,"alabama","AL",1,63,41,"US President","Hall, Gus","communist party use",FALSE,4671,1441713,20171015,0.00323989587386671
"701",701,1984,"alabama","AL",1,63,41,"US President","Richards, Bob","populist",FALSE,1401,1441713,20171015,0.000971760676362078
"702",702,1984,"alabama","AL",1,63,41,"US President","Mason, Melvin","socialist workers",FALSE,730,1441713,20171015,0.000506342108311432
"703",703,1984,"alabama","AL",1,63,41,"US President","Serrette, Dennis","alliance",FALSE,659,1441713,20171015,0.000457095136133197
"704",704,1984,"alaska","AK",2,94,81,"US President","Reagan, Ronald","republican",FALSE,138377,207605,20171015,0.666539823221984
"705",705,1984,"alaska","AK",2,94,81,"US President","Mondale, Walter","democrat",FALSE,62007,207605,20171015,0.298677777510176
"706",706,1984,"alaska","AK",2,94,81,"US President","Bergland, David","libertarian",FALSE,6378,207605,20171015,0.030721803424773
"707",707,1984,"alaska","AK",2,94,81,"US President","Other","",FALSE,843,207605,20171015,0.00406059584306736
"708",708,1984,"arizona","AZ",4,86,61,"US President","Reagan, Ronald","republican",FALSE,681416,1025897,20171015,0.664214828584156
"709",709,1984,"arizona","AZ",4,86,61,"US President","Mondale, Walter","democrat",FALSE,333854,1025897,20171015,0.325426431698309
"710",710,1984,"arizona","AZ",4,86,61,"US President","Bergland, David","libertarian",FALSE,10585,1025897,20171015,0.0103177999350812
"711",711,1984,"arizona","AZ",4,86,61,"US President","Other","",FALSE,42,1025897,20171015,4.09397824537941e-05
"712",712,1984,"arkansas","AR",5,71,42,"US President","Reagan, Ronald","republican",FALSE,534774,884406,20171015,0.604670253254727
"713",713,1984,"arkansas","AR",5,71,42,"US President","Mondale, Walter","democrat",FALSE,338646,884406,20171015,0.382907850014586
"714",714,1984,"arkansas","AR",5,71,42,"US President","Bergland, David","libertarian",FALSE,2221,884406,20171015,0.00251129006361332
"715",715,1984,"arkansas","AR",5,71,42,"US President","Larouche, Lyndon, Jr.","independent",FALSE,1890,884406,20171015,0.00213702756426347
"716",716,1984,"arkansas","AR",5,71,42,"US President","Hall, Gus","communist party use",FALSE,1499,884406,20171015,0.00169492292001637
"717",717,1984,"arkansas","AR",5,71,42,"US President","Richards, Bob","populist",FALSE,1461,884406,20171015,0.00165195622824811
"718",718,1984,"arkansas","AR",5,71,42,"US President","Serrette, Dennis","alliance",FALSE,1291,884406,20171015,0.0014597368177059
"719",719,1984,"arkansas","AR",5,71,42,"US President","Johnson, Sonia","citizens",FALSE,960,884406,20171015,0.00108547431835605
"720",720,1984,"arkansas","AR",5,71,42,"US President","Dodge, Earl","prohibition",FALSE,842,884406,20171015,0.000952051433391451
"721",721,1984,"arkansas","AR",5,71,42,"US President","Lowery, Arthur","united sovereign citizens",FALSE,822,884406,20171015,0.000929437385092367
"722",722,1984,"california","CA",6,93,71,"US President","Reagan, Ronald","republican",FALSE,5467009,9505041,20171015,0.575169428516931
"723",723,1984,"california","CA",6,93,71,"US President","Mondale, Walter","democrat",FALSE,3922519,9505041,20171015,0.412677756992316
"724",724,1984,"california","CA",6,93,71,"US President","Bergland, David","libertarian",FALSE,49951,9505041,20171015,0.0052552114188671
"725",725,1984,"california","CA",6,93,71,"US President","Richards, Bob","populist",FALSE,39265,9505041,20171015,0.00413096587379265
"726",726,1984,"california","CA",6,93,71,"US President","Johnson, Sonia","citizens",FALSE,26297,9505041,20171015,0.0027666371980931
"727",727,1984,"colorado","CO",8,84,62,"US President","Reagan, Ronald","republican",FALSE,821817,1295380,20171015,0.634421559696769
"728",728,1984,"colorado","CO",8,84,62,"US President","Mondale, Walter","democrat",FALSE,454975,1295380,20171015,0.351228983001127
"729",729,1984,"colorado","CO",8,84,62,"US President","Bergland, David","libertarian",FALSE,11257,1295380,20171015,0.0086901140977937
"730",730,1984,"colorado","CO",8,84,62,"US President","Larouche, Lyndon, Jr.","independent",FALSE,4662,1295380,20171015,0.00359894393923019
"731",731,1984,"colorado","CO",8,84,62,"US President","Serrette, Dennis","alliance",FALSE,978,1295380,20171015,0.000754990813506461
"732",732,1984,"colorado","CO",8,84,62,"US President","Dodge, Earl","prohibition",FALSE,858,1295380,20171015,0.000662353903873767
"733",733,1984,"colorado","CO",8,84,62,"US President","Mason, Melvin","socialist workers",FALSE,810,1295380,20171015,0.000625299140020689
"734",734,1984,"colorado","CO",8,84,62,"US President","Other","",FALSE,23,1295380,20171015,1.77554076795998e-05
